코드,회사명,외인지분율_최근,PBR_최근,시가총액_억,종가_최근,수급동행,지분율기준_6m,변화폭_6m,순위_6m,순매수억_외국인_6m,순매수억_기관_6m,순매수억_개인_6m,순매수억_사모_6m,주가등락pct_6m,주식수변동pct_6m,장외변동pct_6m,개인강도순위_6m,플래그_개인몰림_6m,강도pct_6m,강도순위_6m,플래그_주식수변동_6m,플래그_장외변동_6m,플래그_기관동반_6m,플래그_개인순매도_6m,지분율기준_3m,변화폭_3m,순위_3m,순매수억_외국인_3m,순매수억_기관_3m,순매수억_개인_3m,순매수억_사모_3m,주가등락pct_3m,주식수변동pct_3m,장외변동pct_3m,개인강도순위_3m,플래그_개인몰림_3m,강도pct_3m,강도순위_3m,플래그_주식수변동_3m,플래그_장외변동_3m,플래그_기관동반_3m,플래그_개인순매도_3m,지분율기준_1m,변화폭_1m,순위_1m,순매수억_외국인_1m,순매수억_기관_1m,순매수억_개인_1m,순매수억_사모_1m,주가등락pct_1m,주식수변동pct_1m,장외변동pct_1m,개인강도순위_1m,플래그_개인몰림_1m,강도pct_1m,강도순위_1m,플래그_주식수변동_1m,플래그_장외변동_1m,플래그_기관동반_1m,플래그_개인순매도_1m,지분율기준_1w,변화폭_1w,순위_1w,순매수억_외국인_1w,순매수억_기관_1w,순매수억_개인_1w,순매수억_사모_1w,주가등락pct_1w,주식수변동pct_1w,장외변동pct_1w,개인강도순위_1w,플래그_개인몰림_1w,강도pct_1w,강도순위_1w,플래그_주식수변동_1w,플래그_장외변동_1w,플래그_기관동반_1w,플래그_개인순매도_1w,강도유형
389650,넥스트바이오메디컬,2.25,6.42,3116.0,37650.0,,5.671875,-3.42,1721,-252.9,-11.7,262.6,22.4,-54.09,0.89,0.4,157,False,-3.839,1737,False,False,False,False,1.080078125,1.17,345,28.8,16.8,-50.5,18.9,-42.52,0.89,0.48,,False,0.685,443,False,False,True,True,2.44921875,-0.2,1303,-24.8,28.6,-5.4,25.0,-10.36,0.0,0.52,,False,-0.751,1556,False,False,True,True,1.6904296875,0.56,99,7.0,6.6,-13.4,5.0,-0.13,0.0,0.33,,False,0.225,283,False,False,True,True,
389680,유디엠텍,0.0,1.31,138.0,1662.0,,2.529296875,-2.53,1679,-11.7,-0.9,20.7,0.7,210.07,-79.99,-14.17,542,False,0.249,872,True,True,False,False,3.150390625,-3.15,1741,-8.4,-1.1,14.1,0.7,202.73,-79.99,-13.3,583,False,-0.472,1144,True,True,False,False,0.0,0.0,913,-0.6,0.8,-0.2,0.7,-23.23,0.0,-0.03,,False,-0.021,1006,False,False,True,True,0.0,0.0,908,-0.1,0.1,0.1,0.1,2.53,0.0,0.04,666,False,-0.042,1232,False,False,True,False,
391710,코닉오토메이션,0.990234375,1.8,443.0,1039.0,,1.8603515625,-0.87,1424,-17.3,0.4,14.9,-0.0,-59.33,0.0,0.1,497,False,-0.983,1507,False,False,True,False,1.5595703125,-0.57,1198,-7.5,-0.0,7.5,-0.0,-49.44,0.0,0.01,622,False,-0.563,1189,False,False,False,False,0.3798828125,0.61,381,3.1,-0.0,-3.1,,-37.52,0.0,0.01,,False,0.604,375,False,False,False,True,0.77001953125,0.22,348,0.6,-0.0,-0.6,,-1.24,0.0,0.1,,False,0.123,496,False,False,False,True,
393210,토마토시스템,2.919921875,1.23,323.0,2070.0,,0.66015625,2.26,299,7.6,-4.6,1.8,-4.0,-60.04,0.0,-0.33,,False,2.601,270,False,False,False,False,1.1201171875,1.8,260,8.0,-1.4,-4.7,-1.4,-55.58,0.0,-0.29,,False,2.07,223,False,False,False,True,1.8603515625,1.06,225,3.7,-0.0,-3.6,,-32.9,0.0,0.03,,False,1.058,217,False,False,False,True,2.640625,0.28,275,0.8,-0.0,-0.8,,0.98,0.0,0.04,,False,0.235,272,False,False,False,True,
393890,더블유씨피,5.91015625,0.31,2751.0,8130.0,,2.44921875,3.46,179,83.9,270.9,-345.8,15.5,24.69,0.0,-0.65,,False,4.114,153,False,False,True,True,3.130859375,2.78,173,109.3,118.8,-224.5,5.2,-45.62,0.0,-0.18,,False,2.926,155,False,False,True,True,4.5,1.41,154,42.0,-18.3,-23.7,1.3,-38.08,0.0,0.17,,False,1.256,182,False,False,False,True,5.921875,-0.01,1155,-2.5,0.2,2.2,0.2,-4.8,0.0,0.08,434,False,-0.092,1354,False,False,True,False,지속
393970,대진첨단소재,3.869140625,0.8,504.0,2825.0,,6.08984375,-2.22,1653,-11.4,-0.6,8.3,-0.9,-32.58,20.33,-0.29,519,False,-1.115,1533,True,False,False,False,3.859375,0.01,753,,,,,0.0,0.0,0.01,,False,,,False,False,False,False,3.849609375,0.02,855,,,,,0.0,0.0,0.02,,False,,,False,False,False,False,3.849609375,0.02,827,,,,,0.0,0.0,0.02,,False,,,False,False,False,False,
394280,오픈엣지테크놀로지,2.76953125,15.27,2748.0,10430.0,,5.3515625,-2.58,1688,-23.7,63.6,-41.9,-9.0,-22.45,19.43,-1.38,,False,-0.421,1323,True,True,True,True,3.91015625,-1.14,1431,-10.6,-0.0,8.6,-7.8,-38.43,0.27,-0.94,737,False,-0.237,988,False,False,False,False,2.669921875,0.1,747,-0.2,-1.2,1.8,-0.4,-30.51,0.0,0.09,593,False,0.008,914,False,False,False,False,2.599609375,0.17,434,-4.0,0.8,3.1,0.6,-4.57,0.0,0.31,373,False,-0.141,1430,False,False,True,False,
394420,리센스메디컬,3.560546875,16.09,1321.0,12080.0,,,,,25.0,-206.2,428.0,-1.2,,,,,False,,,False,False,False,False,1.1796875,2.38,198,57.8,-111.5,169.1,12.7,-41.07,0.78,-0.55,26,False,2.9,158,False,False,False,False,3.580078125,-0.02,1086,-6.6,-46.4,77.1,2.6,-35.57,0.0,-0.43,12,True,0.346,524,False,False,False,False,1.5595703125,2.0,6,28.8,-30.4,2.9,-0.7,-11.18,0.0,0.07,273,False,1.93,8,False,False,False,False,스파이크
394800,쓰리빌리언,13.359375,7.94,1878.0,5900.0,,17.09375,-3.73,1728,-207.7,-0.6,193.2,-15.8,-62.42,0.19,-0.43,134,False,-3.308,1724,False,False,False,False,13.921875,-0.56,1187,-70.7,-12.3,84.0,18.2,-51.64,0.19,-0.02,197,False,-0.534,1181,False,False,False,False,12.8203125,0.54,428,7.4,-18.5,14.5,-1.9,-18.84,0.0,0.16,234,False,0.422,482,False,False,False,False,13.578125,-0.22,1597,-4.0,-3.6,10.1,0.5,8.46,0.0,-0.01,96,False,-0.211,1510,False,False,False,False,
396270,넥스트칩,2.7890625,4.11,747.0,2270.0,,3.759765625,-0.97,1451,-5.2,-19.5,-28.1,-0.6,-36.06,0.06,-0.25,,False,-0.756,1441,False,False,False,True,5.80859375,-3.02,1727,-36.3,-1.1,-17.3,0.2,-54.96,0.0,-0.61,,False,-2.513,1671,False,False,False,True,2.939453125,-0.15,1244,-1.3,0.0,0.7,0.2,-35.79,0.0,-0.04,582,False,-0.133,1174,False,False,False,False,3.259765625,-0.47,1718,-4.2,-0.0,4.2,,3.89,0.0,0.07,101,False,-0.542,1642,False,False,False,False,
396300,세아메카닉스,5.3984375,1.06,788.0,2975.0,,3.919921875,1.48,417,7.2,11.0,-22.9,4.8,16.67,0.0,-0.58,,False,2.038,330,False,False,True,True,4.76171875,0.64,468,12.0,11.6,-20.9,4.7,-25.9,0.0,-0.82,,False,1.492,284,False,False,True,True,4.890625,0.51,447,9.1,-2.3,-6.8,,-37.89,0.0,-0.55,,False,1.062,216,False,False,False,True,5.3515625,0.05,725,-1.6,-0.0,1.5,,3.12,0.0,0.24,272,False,-0.205,1507,False,False,False,False,
396470,워트,2.439453125,1.29,850.0,5270.0,,1.509765625,0.93,555,9.4,1.7,-14.4,-0.4,-24.71,0.0,-0.58,,False,1.246,482,False,False,True,True,2.759765625,-0.32,1079,-8.7,-0.3,5.1,-0.1,-31.65,0.0,-0.31,885,False,-0.301,1032,False,False,False,False,2.470703125,-0.03,1107,-0.8,-0.3,0.4,,-23.07,0.0,-0.06,646,False,-0.042,1049,False,False,False,False,2.279296875,0.16,457,0.3,0.0,-0.4,,2.73,0.0,0.12,,False,0.039,781,False,False,False,True,
397030,에이프릴바이오,12.8203125,6.07,5900.0,25200.0,,4.98046875,7.84,39,1023.4,253.9,-1164.7,78.5,-50.1,0.89,-1.58,,False,9.534,21,False,True,True,True,8.3671875,4.45,81,472.7,-69.1,-325.5,-11.0,-58.48,0.31,-0.77,,False,5.208,53,False,False,False,True,11.2265625,1.59,131,73.8,-28.4,-25.0,76.7,-42.07,0.0,-0.37,,False,1.903,98,False,False,False,True,11.75,1.07,32,37.8,-15.1,-22.8,3.3,-5.26,0.0,0.4,,False,0.662,50,False,False,False,True,지속
397810,애드포러스,1.0400390625,0.55,249.0,4820.0,,0.509765625,0.53,689,-0.6,4.8,-3.3,-0.0,-41.22,0.0,0.52,,False,-0.016,1092,False,False,True,True,1.490234375,-0.45,1137,-1.9,0.0,1.8,0.0,-23.85,0.0,-0.07,700,False,-0.381,1091,False,False,False,False,1.0400390625,0.0,913,0.4,0.0,-0.4,,-8.19,0.0,-0.17,,False,0.153,717,False,False,False,True,1.0498046875,-0.01,1155,-0.0,0.0,0.0,,-4.55,0.0,-0.01,697,False,-0.005,1058,False,False,False,False,
398120,에스지헬스케어,3.30078125,0.89,229.0,1934.0,,1.5,1.8,365,7.5,-28.5,39.0,-10.2,-39.56,4.5,-0.24,64,False,2.035,331,True,False,False,False,5.328125,-2.03,1631,-10.4,-3.1,11.5,-0.0,-49.83,0.0,-0.0,241,False,-2.126,1628,False,False,False,False,1.7900390625,1.51,140,2.5,-0.0,-4.1,-0.0,-19.25,0.0,0.47,,False,1.021,223,False,False,False,True,3.099609375,0.2,382,0.7,-0.0,-1.1,-0.0,-7.24,0.0,-0.11,,False,0.315,174,False,False,False,True,스파이크
399720,가온칩스,0.1300048828125,10.55,5900.0,49750.0,,0.6201171875,-0.49,1297,3.2,282.5,-183.2,-18.5,-17.22,2.23,-0.64,,False,0.137,947,True,False,True,True,0.029998779296875,0.1,662,14.4,68.9,9.1,-8.5,-20.27,2.23,-0.16,485,False,0.222,614,True,False,True,False,1.240234375,-1.11,1668,-30.8,-57.5,82.8,-9.7,-11.16,0.17,-0.62,84,False,-0.521,1456,False,False,False,False,0.0,0.13,520,-0.5,22.6,-23.4,-0.8,-10.52,0.17,0.12,,False,-0.005,1058,False,False,True,True,
402030,코난테크놀로지,1.1201171875,4.44,1313.0,10490.0,,0.9501953125,0.17,845,13.8,15.2,-29.8,-2.2,-51.66,0.0,-0.66,,False,0.793,635,False,False,True,True,0.77001953125,0.35,562,8.0,-32.5,23.6,-1.4,-50.4,0.0,-0.16,439,False,0.486,509,False,False,False,False,0.72021484375,0.4,509,3.3,-1.8,-1.0,,-28.54,0.0,0.18,,False,0.23,628,False,False,False,True,1.009765625,0.11,568,0.8,-0.6,-0.2,,-4.64,0.0,0.06,,False,0.053,728,False,False,False,True,
402490,그린리소스,7.8984375,1.69,1206.0,7120.0,,3.69921875,4.2,140,48.3,-35.1,-12.6,-31.7,-17.69,2.27,-0.16,,False,4.455,131,True,False,False,True,3.3203125,4.58,75,48.8,-54.7,16.4,-31.5,-65.85,2.09,-0.38,,False,5.107,55,True,False,False,False,4.48828125,3.41,37,48.6,0.9,-48.4,,-37.43,0.0,0.35,,False,3.144,42,False,False,True,True,7.69140625,0.21,368,-0.6,-0.0,0.0,,-5.7,0.0,0.24,702,False,-0.048,1252,False,False,False,False,지속
403490,우듬지팜,5.01953125,0.62,231.0,502.0,,1.9697265625,3.05,217,14.7,8.9,-19.8,,-64.65,0.0,-0.42,,False,3.335,212,False,False,True,True,3.810546875,1.21,340,2.5,9.0,-7.9,,-61.94,0.0,-0.18,,False,1.234,326,False,False,True,True,4.0703125,0.95,251,2.3,2.1,-2.0,,-31.33,0.0,-0.09,,False,0.938,242,False,False,True,True,4.87109375,0.15,475,0.1,-0.0,-0.1,,-0.79,0.0,0.09,,False,0.06,705,False,False,False,True,지속
403850,더핑크퐁컴퍼니,2.640625,0.79,1452.0,10120.0,,0.0,2.64,252,73.9,-3.1,115.1,-27.8,-59.03,0.0,-1.31,133,False,3.881,171,False,True,False,False,1.51953125,1.12,357,25.8,-40.0,70.2,-36.3,-42.01,0.0,-1.05,126,False,2.091,220,False,True,False,False,1.7099609375,0.93,258,22.9,8.6,-3.0,-1.1,-15.17,0.0,-0.68,,False,1.588,125,False,False,True,True,3.1796875,-0.54,1731,-3.2,0.3,3.0,-1.8,-7.16,0.0,-0.33,264,False,-0.215,1513,False,False,True,False,지속
403870,HPSP,33.28125,11.15,34978.0,42500.0,,26.46875,6.81,54,1841.0,1672.3,-315.9,-248.2,23.19,-1.57,-0.94,520,False,7.21,44,True,False,True,True,28.71875,4.56,77,872.5,-1065.7,189.4,-385.0,-3.74,0.0,0.18,299,False,4.362,75,False,False,False,False,32.0625,1.22,194,1289.3,-5338.5,4045.3,-600.3,-35.9,0.0,-2.08,2,True,3.289,36,False,True,False,False,33.71875,-0.44,1710,46.7,-51.2,2.3,-4.7,8.14,0.0,-0.53,483,False,0.098,571,False,False,False,False,
405000,플라즈맵,15.2265625,2.34,134.0,3485.0,,8.5078125,6.72,55,2.9,-0.9,1.7,,-39.39,0.0,5.57,414,False,1.094,527,False,True,False,False,10.5703125,4.66,71,-1.4,-0.6,2.0,,-56.71,0.0,5.49,361,False,-0.936,1354,False,True,False,False,16.234375,-1.01,1654,-1.0,-0.6,1.6,,-18.95,0.0,-0.33,138,False,-0.709,1537,False,False,False,False,15.40625,-0.18,1552,0.0,-0.3,0.3,,-6.32,0.0,-0.21,262,False,0.032,810,False,False,False,False,
405100,큐알티,6.4609375,1.4,1315.0,10700.0,,4.8203125,1.64,389,38.7,-18.0,-15.5,-9.8,-31.89,0.0,0.26,,False,1.442,444,False,False,False,True,5.83984375,0.62,472,17.9,-24.9,15.4,-17.2,-49.05,0.0,0.07,459,False,0.566,486,False,False,False,False,6.62109375,-0.16,1247,-1.7,-6.6,10.6,-6.7,-30.38,0.0,-0.04,228,False,-0.121,1163,False,False,False,False,6.28125,0.18,416,-0.1,-1.4,2.2,-1.4,3.98,0.0,0.2,301,False,-0.019,1131,False,False,False,False,
405920,나라셀라,0.4599609375,0.35,230.0,1784.0,,0.5,-0.04,1088,0.1,-0.3,-0.8,-0.2,-32.68,0.0,-0.08,,False,0.024,1050,False,False,False,True,0.409912109375,0.05,701,-0.2,-0.0,-0.7,,-32.68,0.0,0.09,,False,-0.07,861,False,False,False,True,0.52001953125,-0.06,1142,-0.2,0.0,-0.4,,-11.24,0.0,0.0,,False,-0.07,1103,False,False,False,True,0.5,-0.04,1301,-0.1,0.0,-0.1,,-0.72,0.0,-0.0,,False,-0.036,1198,False,False,False,True,
406820,뷰티스킨,0.409912109375,0.88,285.0,2015.0,,1.76953125,-1.36,1533,-19.6,-2.6,33.4,-0.1,-57.53,300.0,1.78,7,True,-7.921,1776,True,True,False,False,4.76953125,-4.36,1773,-24.7,-0.2,28.9,-0.1,-3.59,0.0,-0.57,71,False,-3.914,1732,False,False,False,False,0.60009765625,-0.19,1294,1.4,0.0,-2.5,,-4.5,0.0,-1.16,,False,0.634,359,False,True,False,True,0.9599609375,-0.55,1735,0.1,0.0,-0.0,,-4.5,0.0,-0.63,,False,0.074,654,False,False,False,False,
407400,꿈비,3.470703125,0.62,303.0,2070.0,,1.9404296875,1.53,403,5.5,-0.0,-5.1,,-56.65,0.0,-0.27,,False,1.8,379,False,False,False,True,3.470703125,0.0,771,-8.0,-0.0,7.9,,-53.79,0.0,0.23,749,False,-0.3,1030,False,False,False,False,2.990234375,0.48,470,1.4,-0.0,-1.4,,-14.99,0.0,-0.04,,False,0.524,424,False,False,False,True,3.58984375,-0.12,1475,-0.3,0.0,0.3,,3.76,0.0,-0.03,419,False,-0.089,1348,False,False,False,False,
408470,한패스,4.41015625,1.27,597.0,5650.0,,,,,2.1,-171.2,250.6,-84.4,,,,,False,,,False,False,False,False,1.0703125,3.34,131,33.2,-25.7,-10.1,-5.4,-66.61,0.0,-0.59,,False,3.852,97,False,False,False,True,2.869140625,1.54,135,8.7,-11.2,2.0,-2.1,-32.66,0.0,0.06,445,False,1.405,151,False,False,False,False,4.44921875,-0.04,1301,0.2,-0.1,-0.0,-0.1,1.62,0.0,-0.07,649,False,0.029,824,False,False,False,False,지속
408900,스튜디오미르,4.19921875,0.86,329.0,1005.0,,2.939453125,1.26,466,2.4,1.8,-3.2,0.0,-65.52,0.07,-0.03,,False,1.363,461,False,False,True,True,4.19921875,0.0,771,-7.5,1.9,7.0,0.0,-58.39,0.0,-0.11,,False,0.125,668,False,False,True,False,3.640625,0.56,411,1.5,-0.0,-1.5,,-32.32,0.0,0.0,,False,0.555,407,False,False,False,True,4.1796875,0.02,827,0.2,0.0,-0.2,,-2.9,0.0,-0.03,,False,0.048,746,False,False,False,True,지속
408920,메쎄이상,2.9609375,1.54,1254.0,2900.0,,2.529296875,0.43,715,3.4,-3.6,1.6,-3.4,-7.94,0.0,0.13,703,False,0.3,842,False,False,False,False,2.869140625,0.09,669,1.2,0.4,0.0,,-15.08,0.0,-0.04,,False,0.119,672,False,False,True,False,2.990234375,-0.03,1107,0.7,-0.0,-0.4,,-5.69,0.0,-0.09,,False,0.057,832,False,False,False,True,2.919921875,0.04,763,1.1,0.0,-1.1,,-3.33,0.0,-0.05,,False,0.088,603,False,False,False,True,스파이크
411080,샌즈랩,2.390625,1.09,591.0,3870.0,,1.2001953125,1.19,481,4.2,-1.3,-3.0,-0.4,-43.67,0.0,-0.43,,False,1.689,398,False,False,False,True,1.8095703125,0.58,483,0.0,-0.1,-0.6,,-52.69,0.0,-0.28,,False,0.873,401,False,False,False,True,1.0400390625,1.35,168,8.5,0.0,-8.6,,-25.43,0.0,-0.01,,False,1.362,161,False,False,False,True,2.0,0.39,176,1.8,0.0,-1.8,,0.52,0.0,0.08,,False,0.309,181,False,False,False,True,
412350,레이저쎌,2.55078125,3.31,710.0,4860.0,,3.25,-0.7,1370,-13.3,21.0,-16.5,17.0,181.09,12.1,1.25,242,False,-2.271,1673,True,True,True,True,0.6298828125,1.92,248,33.6,24.7,-63.4,17.0,-41.45,9.47,0.55,,False,1.299,317,True,False,True,True,8.0625,-5.51,1811,-41.4,-15.1,58.1,-13.8,-18.18,0.02,0.32,4,True,-5.754,1754,False,False,False,False,3.220703125,-0.67,1748,-9.3,0.1,9.4,0.3,-2.8,0.0,0.49,35,False,-1.152,1701,False,False,True,False,
412540,제일엠앤에스,0.77001953125,0.0,811.0,3935.0,,0.77978515625,-0.01,1063,,,,,0.0,0.0,-0.01,,False,,,False,False,False,False,0.77001953125,0.0,771,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.77001953125,0.0,913,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.77001953125,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
413390,엠오티,1.919921875,1.21,731.0,6310.0,,1.5703125,0.35,748,-2.4,-1.6,8.1,0.2,-20.13,0.0,0.65,576,False,-0.154,1173,False,False,False,False,1.259765625,0.66,459,5.2,4.6,-13.4,0.2,-27.39,0.0,0.16,,False,0.528,498,False,False,True,True,1.3896484375,0.53,436,2.7,4.5,-7.0,0.2,-7.88,0.0,0.12,,False,0.436,476,False,False,True,True,1.8798828125,0.04,763,-0.2,2.8,-2.6,,13.08,0.0,0.07,,False,-0.025,1167,False,False,True,True,
413630,씨피시스템,0.2099609375,2.81,1224.0,3360.0,,0.81982421875,-0.61,1342,-24.3,0.2,25.6,0.2,-23.81,-0.0,-0.28,568,False,-0.384,1301,False,False,True,False,1.1298828125,-0.92,1355,-14.3,0.2,15.1,0.3,-17.44,-0.0,-0.31,561,False,-0.65,1234,False,False,True,False,2.119140625,-1.91,1752,-24.6,0.2,26.0,0.2,29.98,-0.0,-0.03,64,False,-1.895,1700,False,False,True,False,1.1396484375,-0.93,1771,-8.3,-0.0,9.9,,68.67,0.0,-0.19,53,False,-0.735,1677,False,False,False,False,
413640,비아이매트릭스,2.1796875,1.39,450.0,6250.0,,6.7109375,-4.53,1751,-34.1,-3.2,47.8,-0.0,-29.78,0.0,0.48,75,False,-4.89,1753,False,False,False,False,4.140625,-1.96,1619,-9.7,-1.5,10.7,0.1,-32.29,0.0,-0.43,294,False,-1.577,1523,False,False,False,False,2.140625,0.04,825,0.1,0.1,-0.7,0.1,-5.16,0.0,-0.01,,False,0.026,879,False,False,True,True,2.169921875,0.01,867,0.0,0.0,-0.3,,4.17,0.0,0.01,,False,0.004,961,False,False,False,True,스파이크
415380,스튜디오삼익,3.169921875,0.61,223.0,1946.0,,4.80859375,-1.64,1591,-3.7,2.0,-0.1,0.0,-12.74,0.0,-0.3,,False,-1.445,1593,False,False,True,True,4.30859375,-1.14,1431,-2.6,2.1,0.1,0.1,-7.33,0.0,-0.23,,False,-1.024,1389,False,False,True,False,3.0,0.17,687,0.5,2.0,-2.7,,10.57,0.0,-0.19,,False,0.273,584,False,False,True,True,3.310546875,-0.14,1499,0.0,1.0,-1.0,,2.96,0.0,-0.14,,False,-0.001,1018,False,False,True,True,
416180,신성에스티,1.5498046875,1.6,1694.0,18740.0,,5.4609375,-3.91,1732,9.6,-3.8,-15.7,-4.6,-42.16,0.0,-4.69,,False,0.779,643,False,True,False,True,1.900390625,-0.35,1094,-19.4,10.7,-2.1,-2.8,-47.87,0.0,-0.02,,False,-0.334,1057,False,False,True,True,1.0703125,0.48,470,4.1,-0.1,-7.0,-0.8,-32.47,0.0,0.17,,False,0.301,561,False,False,False,True,1.3603515625,0.19,402,1.4,-0.0,-1.4,,1.79,0.0,0.11,,False,0.079,632,False,False,False,True,
417010,나노팀,2.419921875,1.82,891.0,4415.0,,0.669921875,1.75,372,7.1,1.4,-8.0,0.1,-35.26,0.0,0.65,,False,1.1,525,False,False,True,True,0.509765625,1.91,250,31.9,1.2,-26.0,0.1,-57.83,0.0,0.57,,False,1.378,300,False,False,True,True,1.7197265625,0.7,344,12.2,1.1,-11.4,0.2,-42.44,0.0,-0.21,,False,0.897,254,False,False,True,True,2.560546875,-0.14,1499,-1.8,0.1,1.6,,-7.44,0.0,0.05,294,False,-0.19,1488,False,False,True,False,
417180,핑거스토리,1.98046875,0.44,138.0,3920.0,,3.810546875,-1.83,1608,-2.5,0.6,1.5,0.3,114.91,-80.0,-15.5,,False,-0.256,1239,True,True,True,False,3.58984375,-1.61,1549,-1.7,0.2,0.5,-0.0,141.23,-80.0,-14.53,,False,-0.286,1020,True,True,True,False,1.9501953125,0.03,837,-0.3,0.0,0.3,,-19.01,0.0,0.12,599,False,-0.05,1065,False,False,False,False,2.150390625,-0.17,1542,-0.3,0.1,0.3,,2.35,0.0,0.07,266,False,-0.239,1526,False,False,True,False,
417200,LS머트리얼즈,8.671875,4.21,7787.0,11510.0,,3.330078125,5.34,92,713.5,398.7,-1112.9,-22.4,-10.01,0.0,-0.96,,False,6.307,61,False,False,True,True,5.828125,2.84,167,321.5,-108.2,-199.4,-13.5,-49.41,0.0,-0.31,,False,3.219,134,False,False,False,True,7.69921875,0.97,244,118.2,10.8,-114.9,-6.4,-35.91,0.0,-0.21,,False,1.304,173,False,False,True,True,8.3515625,0.32,241,26.3,-7.6,-16.9,1.5,-3.68,0.0,0.05,,False,0.319,170,False,False,False,True,지속
417500,제이아이테크,5.3515625,1.33,1047.0,3195.0,,5.12109375,0.23,813,-1.9,-6.7,6.6,-6.6,0.47,0.0,-0.05,686,False,0.288,849,False,False,False,False,5.8984375,-0.55,1183,-2.8,2.9,-4.2,3.0,-35.45,0.0,-0.16,,False,-0.423,1121,False,False,True,True,6.05078125,-0.7,1583,-6.6,2.5,4.0,2.5,-7.53,0.0,-0.09,357,False,-0.6,1489,False,False,True,False,5.890625,-0.54,1731,0.4,-0.0,-0.4,-0.0,2.9,0.0,-0.57,,False,0.028,830,False,False,False,True,
417790,트루엔,3.740234375,0.53,585.0,5590.0,,2.83984375,0.9,561,5.2,12.4,-17.5,-3.1,-27.68,0.0,0.27,,False,0.613,706,False,False,True,True,3.3203125,0.42,540,1.6,9.0,-10.4,-1.7,-27.4,0.0,0.24,,False,0.173,642,False,False,True,True,3.689453125,0.05,805,-0.4,2.0,-2.0,-0.3,-14.0,0.0,0.1,,False,-0.061,1085,False,False,True,True,3.890625,-0.15,1513,-0.6,0.4,0.0,-0.4,-7.6,0.0,-0.06,695,False,-0.093,1357,False,False,True,False,
417840,저스템,6.6015625,4.83,2767.0,12100.0,,1.4404296875,5.16,100,-11.6,303.5,-291.7,71.1,101.67,214.89,7.07,,False,-2.712,1700,True,True,True,True,4.73046875,1.87,255,10.7,305.6,-310.3,26.7,9.8,0.91,0.9,,False,1.131,347,False,False,True,True,7.69921875,-1.1,1667,-53.7,-48.3,85.1,-17.7,-25.77,0.91,0.31,30,False,-1.39,1658,False,False,False,False,8.390625,-1.79,1801,-76.7,23.9,50.2,12.2,18.28,0.0,0.92,16,True,-2.723,1729,False,False,True,False,
417860,오브젠,1.73046875,2.77,299.0,6350.0,,3.01953125,-1.29,1523,-15.9,-2.3,18.0,-1.5,-41.04,0.21,0.79,268,False,-2.081,1659,False,False,False,False,3.720703125,-1.99,1623,-19.6,-1.5,22.0,-1.5,-42.27,0.21,1.06,124,False,-3.035,1696,False,True,False,False,0.8701171875,0.86,281,1.0,-0.0,-0.7,,-36.82,0.21,0.69,,False,0.186,676,False,False,False,True,2.029296875,-0.3,1664,-0.8,-0.0,0.8,,-1.85,0.0,-0.04,217,False,-0.258,1536,False,False,False,False,
417970,모델솔루션,3.029296875,0.94,677.0,10580.0,,0.81982421875,2.21,307,11.9,0.7,-9.1,-0.1,-60.15,0.0,0.47,,False,1.728,389,False,False,True,True,3.580078125,-0.55,1183,-11.1,0.5,10.9,,-44.95,0.0,-0.08,682,False,-0.461,1135,False,False,True,False,2.5703125,0.46,478,4.0,0.6,-4.7,,-27.24,0.0,-0.1,,False,0.572,397,False,False,True,True,3.029296875,0.0,908,0.3,0.1,-0.4,,1.93,0.0,-0.04,,False,0.037,791,False,False,True,True,
418250,시큐레터,0.6201171875,13.05,476.0,6550.0,,0.6201171875,0.0,987,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.6201171875,0.0,771,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.6201171875,0.0,913,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.6201171875,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
418420,라온텍,4.62109375,6.48,1094.0,3555.0,,2.48046875,2.14,320,57.4,32.6,-82.4,0.3,-27.08,0.97,0.07,,False,2.113,320,False,False,True,True,2.990234375,1.63,280,23.9,24.7,-46.1,-1.9,-51.37,0.97,1.14,,False,0.577,481,False,True,True,True,4.609375,0.01,883,0.7,0.4,-4.9,,-35.01,0.24,0.16,,False,-0.043,1051,False,False,True,True,5.01171875,-0.39,1700,-5.4,-0.0,4.6,,-3.92,0.0,0.11,139,False,-0.499,1629,False,False,False,False,
418470,KT밀리의서재,6.1796875,0.98,849.0,9910.0,,4.83984375,1.34,450,19.2,-58.0,37.7,-36.1,-24.12,0.0,-0.92,207,False,2.057,327,False,False,False,False,3.880859375,2.3,211,20.2,-14.2,-5.6,-4.3,-28.14,0.0,0.27,,False,2.034,227,False,False,False,True,4.859375,1.32,174,11.6,-7.7,-3.6,-2.7,-7.3,0.0,-0.02,,False,1.354,164,False,False,False,True,5.828125,0.35,215,1.7,-0.0,-1.6,-0.0,0.61,0.0,0.14,,False,0.208,307,False,False,False,True,지속
